Government Retires 15 More Senior Tax Officials On Graft Charges|Vláda odejde do důchodu 15 dalších vyšších daňových úředníků na poplatcích za odškodnění|mt
"Someone out there knows who has done this and I would urge them to come forward and speak to us.|„Někdo tam venku ví, kdo to udělal, a já bych je chtěl vyzvat, aby se přihlásili a promluvili s námi.|mt
By keeping the impeachment inquiry focused, leaders hope to keep the caucus unified -- with an eye to the moderate members who only recently joined calls for proceedings. The Ukraine matter is also relatively clear-cut and easy to explain to the public, lawmakers say. They also argue the probe, spearheaded by the intelligence committee, will be able to move faster -- possibly in the next month or two -- with a narrower scope.|Zaměřením vyšetřování obžaloby lídři doufají, že se jim podaří udržet výbor jednotný – s ohledem na umírněné členy, kteří se k výzvám k jednání připojili teprve nedávno. Záležitost Ukrajiny je také poměrně jasná a snadno vysvětlitelná veřejnosti, říkají zákonodárci. Tvrdí také, že sonda, v jejímž čele stojí zpravodajský výbor, se bude moci pohybovat rychleji - možná během příštího měsíce nebo dvou - s užším záběrem.|mt
Rep. Angie Craig, a vulnerable freshman Democrat from Minnesota, who said earlier this week that she supported the impeachment inquiry said after the meeting that Pelosi and Democratic leaders mostly listened to the views raised by the lawmakers.|Rep. Angie Craigová, zranitelná demokratka z Minnesoty, která začátkem týdne řekla, že podporuje vyšetřování impeachmentu, po schůzce řekla, že Pelosiová a demokratičtí lídři většinou naslouchali názorům zákonodárců.|mt
Democrats will hear from constituents about their moves toward impeachment soon, with members scheduled to return to their districts for a two-week recess at the start of October. It will be the first time a swath of members from more conservative districts will receive clear, in-person feedback -- or, in some cases, blowback -- from the people they represent since they joined calls for impeachment proceedings in the wake of the Ukraine allegations earlier this week.|Demokraté se brzy dozvědí od voličů o svých krocích směrem k impeachmentu, přičemž členové se mají na začátku října vrátit do svých okrsků na dvoutýdenní přestávku. Bude to poprvé, kdy skupina členů z konzervativnějších okrsků obdrží jasnou osobní zpětnou vazbu - nebo v některých případech zpětnou vazbu - od lidí, které zastupují od chvíle, kdy se připojili k výzvám k řízení o obžalobě v návaznosti na obvinění Ukrajiny z počátku tohoto týdne.|mt
Democrats will hear from constituents about their moves toward impeachment soon, with members scheduled to return to their districts for a two-week recess at the start of October. It will be the first time a swath of members from more conservative districts will receive clear, in-person feedback -- or, in some cases, blowback -- from the people they represent since they joined calls for impeachment proceedings in the wake of the Ukraine allegations earlier this week.|Demokraté brzy uslyší od voličů o svých krocích směřujících k obvinění z velezrady, přičemž poslanci se mají na začátku října vrátit do svých okrsků na dvoutýdenní přestávku. Bude to poprvé, co skupina členů z konzervativnějších okrsků obdrží jasnou osobní zpětnou vazbu - nebo v některých případech zpětnou vazbu - od lidí, které zastupují od chvíle, kdy se připojili k výzvám k řízení o obžalobě v návaznosti na ukrajinská obvinění z počátku tohoto týdne.|mt
Once lawmakers return, though, movement is likely to be quick.|Jakmile se však zákonodárci vrátí, pohyb bude pravděpodobně rychlý.|mt
"I think it's everybody's intention here to get this done in 2019," said Rep. Jamie Raskin, an impeachment advocate and member of the Judiciary Committee.|„Myslím, že je záměrem všech, aby to bylo hotovo v roce 2019,“ řekl Rep. Jamie Raskin, obhájce obžaloby a člen Justičního výboru.|mt
"I think it's everybody's intention here to get this done in 2019," said Rep. Jamie Raskin, an impeachment advocate and member of the Judiciary Committee.|„Myslím, že je záměrem všech, aby se tak stalo v roce 2019,“ řekl zástupce Jamie Raskin, obhájce obžaloby a člen soudního výboru.|mt
Trump official says lawyers had Ukraine call transcript moved to secure system|Trumpův úředník říká, že právníci přesunuli přepis hovorů z Ukrajiny do zabezpečeného systému.|mt
The sentencing phase is expected to last around 2 ½ weeks, the station reported.|Očekává se, že fáze vynesení rozsudku bude trvat přibližně 2 a půl týdne, uvedla stanice.|mt
At a 2014 memorial for her family, Cassidy thanked the community for its support and said that she was comforted knowing her parents, two brothers and two sisters are "in a much better place, and that I'll be able to see them again one day."|Na vzpomínkové akci v roce 2014 Cassidy poděkovala komunitě za podporu a řekla, že ji utěšuje vědomí, že její rodiče, dva bratři a dvě sestry jsou „na mnohem lepším místě a že je jednoho dne budu moci znovu vidět“.|mt
Haskell was disguised as a FedEx delivery driver when he went to the Stay home, apparently looking for his ex-wife, who is Katie Stay's sister.|Haskell byl převlečený za doručovatele FedExu, když šel do Stay home a zřejmě hledal svou bývalou ženu, která je sestrou Katie Stayové.|mt
The first deaths in Florida and Georgia were announced on Tuesday and Wednesday. Currently 38 states have recorded cases of the illness, with lives lost in eight states.|První úmrtí na Floridě a v Georgii byla oznámena v úterý a ve středu. V současné době bylo zaznamenáno 38 případů onemocnění, přičemž v osmi státech došlo ke ztrátám na životech.|mt
While most patients have reported a history of using products containing THC, the psychoactive compound in cannabis, the patient who died in Georgia on Wednesday reported only "heavy nicotine vaping."|Zatímco většina pacientů hlásila v anamnéze užívání přípravků obsahujících THC, psychoaktivní sloučeninu v konopí, pacient, který zemřel ve středu v Gruzii, hlásil pouze „těžké odpařování nikotinu“.|mt
She pointed out that to date they have not seen any cases of deaths attributed to vaping being reported in Europe.|Poukázala na to, že k dnešnímu dni nebyly v Evropě zaznamenány žádné případy úmrtí připisované vapingu.|mt
"Our approach has been a precautionary one, which is why in Scotland we have already taken the strictest regulatory approach in Europe to vapour products," she said.|„Náš přístup byl preventivní, a proto jsme již ve Skotsku zaujali nejpřísnější regulační přístup v Evropě k parním produktům,“ uvedla.|mt
Colombian artist Oscar Murillo's work "surge (social cataracts) " depicts people staring out to the North Sea, but with their view of the water and the European continent on the other side of it obscured by a dark canvas, with only a sliver of what lies beyond revealed through a slash in the canvas.|Dílo kolumbijského umělce Oscara Murilla „surge (sociální šedý zákal) " zachycuje lidi zírající do Severního moře, ale s jejich pohledem na vodu a evropský kontinent na druhé straně zakrytý tmavým plátnem, s pouze střípkem toho, co leží za ním, odhaleným řezem v plátně.|mt
The Duchess of Sussex appeared in archive Suits footage during the finale's montage.|Vévodkyně ze Sussexu se objevila v archivních záběrech během závěrečné montáže.|mt
Germany reports landmark case of West Nile virus|Německo hlásí významný případ západonilského viru|mt
The tweet in question was sent earlier this month and the day it was sent, Dunlap hosted his show as usual. But the next day, he announced a leave of absence, CBS affiliate WWL-TV reports.|Dotyčný tweet byl odeslán začátkem tohoto měsíce a v den, kdy byl odeslán, Dunlap moderoval svou show jako obvykle. Ale druhý den, oznámil dovolenou, CBS affiliate WWL-TV zprávy.|mt
Stephanie Lay said she found the piles of letters from the insurance company stashed in her mailbox between Thursday and Monday.|Stephanie Layová řekla, že našla hromady dopisů od pojišťovny schované ve schránce od čtvrtka do pondělí.|mt
"A week ago Thursday was the first wave of letters, I got 46 letters," she told CNN. "I immediately called United Healthcare insurance and told them I received 46 letters of the same letter."|„Před týdnem ve čtvrtek přišla první vlna dopisů, dostala jsem 46 dopisů,“ řekla CNN. „Okamžitě jsem zavolala do United Healthcare Insurance a řekla jim, že jsem dostala 46 dopisů stejného dopisu.“|mt
The letters were about a $54 or $0 healthcare claim that United Healthcare said is not covered, Lay said.|Dopisy se týkaly zdravotní péče v hodnotě 54 nebo 0 dolarů, o které společnost United Healthcare prohlásila, že není pokryta, uvedl Lay.|mt
"We have determined the cause of the problem. We are very sorry this occurred, and we have contacted the family to discuss the situation with them," the health insurer said.|„Zjistili jsme příčinu problému. Je nám velmi líto, že k tomu došlo, a kontaktovali jsme rodinu, abychom s ní situaci projednali,“ uvedla zdravotní pojišťovna.|mt
